Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1538458532	2018-10-02 00:03:01	17.5111921296	3.02862865252e-09	1.41162672307e-10	1.60908496264	3.15362342183e+19	42.0	51.0	40.0	47.0	48.0	23.9	5.18	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9724121094	0.0	320.004882962	22.108352916	0.0	66.0	1.71875	0.025453125	3.14265625	39.3823232834	39.0660925093	24.740234375	24.7763934039	24.8364204385	37.486328125	30.6680501724	
1538459432	2018-10-02 00:18:01	17.5215972222	3.07148935583e-09	1.41162672307e-10	1.5978164609	3.15362342183e+19	42.0	51.0	40.0	47.0	48.0	23.9	5.17	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9833984375	0.0	320.004882962	22.0855372784	0.0	87.0	0.13671875	0.02549609375	3.1430078125	39.3823232834	39.0660925093	24.740234375	24.7482762689	24.8245285872	37.485546875	30.634479812	
1538460332	2018-10-02 00:33:02	17.5320138889	3.04998371618e-09	1.43664315936e-10	1.58662687305	3.15362342183e+19	42.0	51.0	40.0	47.0	48.0	23.84	5.18	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9724121094	0.0	320.004882962	22.0855372784	0.0	86.0	15.87890625	0.02564453125	3.1429296875	39.3823232834	39.0660925093	24.7265625	24.7482762689	24.8111975026	37.4802734375	30.6100650044	
1538461232	2018-10-02 00:48:02	17.5424305556	3.07148935583e-09	1.42408001014e-10	1.57551564643	3.15362342183e+19	42.0	51.0	39.0	47.0	47.0	23.84	5.17	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9174804688	0.0	319.931638539	22.0627216407	0.0	80.0	0.25390625	0.02564453125	3.1430078125	39.3823232834	39.0660925093	24.70703125	24.7482762689	24.7994915841	37.492578125	30.5734427931	
1538462132	2018-10-02 01:03:01	17.5528472222	3.04998371618e-09	1.42408001014e-10	1.5978164609	3.15362342183e+19	41.0	51.0	40.0	47.0	47.0	23.84	5.17	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9064941406	0.0	320.004882962	22.0627216407	1.0	79.0	11.58203125	0.0253828125	3.143203125	39.3823232834	39.0660925093	24.701171875	24.7195561556	24.787618231	37.4955078125	30.5551316874	
1538463032	2018-10-02 01:18:01	17.5632638889	3.09314663319e-09	1.41162672307e-10	1.57551564643	3.15362342183e+19	41.0	51.0	39.0	47.0	48.0	23.9	5.16	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9174804688	0.0	320.004882962	22.039906003	0.0	79.0	0.1953125	0.02555859375	3.143046875	39.3823232834	39.0660925093	24.6865234375	24.7195561556	24.7761718866	37.4955078125	30.5459761345	
1538463932	2018-10-02 01:33:02	17.5736805556	3.04998371618e-09	1.41162672307e-10	1.5978164609	3.15362342183e+19	41.0	51.0	39.0	47.0	48.0	23.9	5.17	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8955078125	0.0	319.858394116	22.039906003	0.0	76.0	0.234375	0.02541796875	3.14328125	39.3823232834	39.0660925093	24.6748046875	24.7195561556	24.7638298392	37.4990234375	30.5307168798	
1538464832	2018-10-02 01:48:02	17.5840856481	3.07148935583e-09	1.41162672307e-10	1.58662687305	3.15362342183e+19	41.0	51.0	39.0	47.0	48.0	23.9	5.17	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9504394531	0.0	319.858394116	22.039906003	0.0	71.0	0.33203125	0.0256015625	3.1431640625	39.3823232834	39.0660925093	24.6767578125	24.6893384281	24.7528490634	37.5044921875	30.5246131779	
1538465732	2018-10-02 02:03:01	17.5945138889	3.07148935583e-09	1.42408001014e-10	1.5978164609	3.15362342183e+19	42.0	51.0	39.0	47.0	48.0	23.9	5.19	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9284667969	0.0	319.931638539	22.039906003	0.0	74.0	0.21484375	0.0254375	3.142890625	39.3823232834	39.0660925093	24.6748046875	24.6893384281	24.7421544305	37.5048828125	30.515457625	
1538466632	2018-10-02 02:18:01	17.6049305556	3.07148935583e-09	1.42408001014e-10	1.5978164609	3.15362342183e+19	41.0	51.0	39.0	47.0	47.0	23.84	5.17	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.9504394531	0.0	319.931638539	22.0170903653	0.0	74.0	1.69921875	0.0255390625	3.1433203125	39.3823232834	39.0660925093	24.65625	24.6893384281	24.7331721702	37.5046875	30.5215613269	
