Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1496814144	2017-06-07 00:00:40	79.655787037	3.07148935583e-09	1.93661171972e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.45	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4443359375	0.0	37.0616779077	25.4394360179	0.0	87.0	-0.7421875	0.025640625	3.13203125	39.3799143021	39.0945711318	27.5556640625	27.5683986997	27.5889608687	36.6259765625	34.1410565508	
1496815044	2017-06-07 00:15:40	79.6662037037	3.09314663319e-09	1.91967644816e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4223632812	0.0	37.2814111759	25.4394360179	0.0	85.0	-0.48828125	0.02562890625	3.1319140625	39.3799143021	39.0945711318	27.548828125	27.5683986997	27.5851940841	36.6322265625	34.131900998	
1496815944	2017-06-07 00:30:41	79.6766319444	3.09314663319e-09	1.8862488964e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.47	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4223632812	0.0	37.2814111759	25.4394360179	0.0	80.0	-0.5859375	0.02552734375	3.1320703125	39.3799143021	39.0945711318	27.546875	27.5683986997	27.580289265	36.6337890625	34.1166417432	
1496816844	2017-06-07 00:45:40	79.6870486111	3.09314663319e-09	1.90288927208e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.42	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4553222656	0.0	37.1349223304	25.3938047426	0.0	87.0	1.0546875	0.0255703125	3.1323046875	39.3799143021	39.0945711318	27.5185546875	27.5683986997	27.57355828	36.6486328125	34.1044343394	
1496817744	2017-06-07 01:00:40	79.6974537037	3.09314663319e-09	1.90288927208e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.41	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4333496094	0.0	37.0616779077	25.3709891049	0.0	83.0	-0.72265625	0.0253203125	3.1318359375	39.3799143021	39.0945711318	27.5166015625	27.5428212825	27.5668742908	36.6384765625	34.1074861904	
1496818644	2017-06-07 01:15:40	79.7078703704	3.11495661746e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.44	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.400390625	0.0	37.1349223304	25.3938047426	0.0	87.0	6.015625	0.02537109375	3.1319140625	39.3799143021	39.0945711318	27.5078125	27.5428212825	27.5599033612	36.6525390625	34.0861232337	
1496819544	2017-06-07 01:30:41	79.718287037	3.09314663319e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	33.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3784179688	0.0	37.2081667531	25.3938047426	0.0	83.0	-0.64453125	0.025640625	3.131953125	39.3799143021	39.0945711318	27.49609375	27.5428212825	27.55192184	36.6400390625	34.0952787866	
1496820444	2017-06-07 01:45:40	79.7287037037	3.09314663319e-09	1.8862488964e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3784179688	0.0	37.0616779077	25.3938047426	1.0	85.0	-0.60546875	0.0254921875	3.1318359375	39.3799143021	39.0945711318	27.4921875	27.5133441695	27.5448944518	36.652734375	34.0678121281	
1496821344	2017-06-07 02:00:40	79.7391203704	3.11495661746e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.45	32.0	33.0	32.0	33.0	33.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3564453125	0.0	37.0616779077	25.3481734672	0.0	94.0	-0.56640625	0.02523046875	3.1324609375	39.3799143021	39.0945711318	27.48828125	27.5133441695	27.5392174344	36.6640625	34.0556047243	
1496822244	2017-06-07 02:15:40	79.749537037	3.11495661746e-09	1.90288927208e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.4	32.0	33.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3894042969	0.0	37.2081667531	25.3938047426	0.0	85.0	-0.80078125	0.02555859375	3.131796875	39.3799143021	39.0945711318	27.486328125	27.5133441695	27.5338753581	36.6591796875	34.0556047243	
1496823144	2017-06-07 02:30:41	79.7599537037	3.11495661746e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.45	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.400390625	0.0	36.9884334849	25.3938047426	0.0	89.0	-0.72265625	0.02558203125	3.1319140625	39.3799143021	39.0945711318	27.4755859375	27.5133441695	27.5267762768	36.663671875	34.0556047243	
1496824044	2017-06-07 02:45:40	79.7703703704	3.09314663319e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.44	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3894042969	0.0	37.2081667531	25.3938047426	0.0	77.0	-0.60546875	0.0252734375	3.1323046875	39.3799143021	39.0945711318	27.4814453125	27.486269138	27.5208568451	36.6626953125	34.0464491714	
1496824944	2017-06-07 03:00:40	79.780787037	3.09314663319e-09	1.8862488964e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.47	32.0	33.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3674316406	0.0	36.9884334849	25.3709891049	0.0	85.0	0.546875	0.0254765625	3.1319921875	39.3799143021	39.0945711318	27.47265625	27.486269138	27.5151811405	36.672265625	34.0525528733	
1496825844	2017-06-07 03:15:40	79.7912037037	3.09314663319e-09	1.90288927208e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.48	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.224609375	0.0	37.0616779077	25.2797265542	0.0	83.0	-0.7421875	0.0255859375	3.1325	39.3799143021	39.0945711318	27.4765625	27.486269138	27.5090716284	36.680078125	34.0067751091	
1496826744	2017-06-07 03:30:41	79.8016203704	3.07148935583e-09	1.91967644816e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.42	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0378417969	0.0	37.0616779077	25.0972014527	0.0	93.0	8.984375	0.02546484375	3.1330859375	39.3799143021	39.0945711318	27.4150390625	27.486269138	27.5000926713	36.7736328125	33.8908047731	
1496827644	2017-06-07 03:45:41	79.812025463	3.09314663319e-09	1.85340342253e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.48	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9499511719	0.0	37.0616779077	25.0059389019	0.0	94.0	-0.5078125	0.02553125	3.13390625	39.3799143021	39.0945711318	27.30078125	27.4584829855	27.4821223773	36.828125	33.7534714805	
1496828544	2017-06-07 04:00:40	79.8224537037	3.09314663319e-09	1.86975403739e-10	1.93167114622	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.39	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.8510742188	0.0	36.9151890622	24.7549668874	0.0	81.0	-0.625	0.025578125	3.133828125	39.3799143021	39.0945711318	27.197265625	27.375530883	27.4518129658	36.8771484375	33.6405529954	
1496829444	2017-06-07 04:15:40	79.8328703704	3.11495661746e-09	1.8862488964e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.8400878906	0.0	36.9884334849	24.8462294382	0.0	82.0	-0.5078125	0.02530078125	3.134375	39.3799143021	39.0945711318	27.099609375	27.2820004457	27.4134424597	36.898828125	33.545945616	
1496830344	2017-06-07 04:30:40	79.843275463	3.11495661746e-09	1.86975403739e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.39	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7412109375	0.0	36.8419446394	24.8005981628	0.0	74.0	-0.64453125	0.02525390625	3.1341015625	39.3799143021	39.0945711318	27.0166015625	27.1867233379	27.3681813848	36.925390625	33.4940641499	
1496831244	2017-06-07 04:45:41	79.8536921296	3.09314663319e-09	1.85340342253e-10	1.91814355746	3.15362342183e+19	51.0	63.0	48.0	55.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.697265625	0.0	36.6222113712	24.7321512497	0.0	82.0	0.44921875	0.0253671875	3.1339453125	39.3799143021	39.0945711318	26.94140625	27.0930257708	27.3186355343	36.9544921875	33.4238715781	
1496832144	2017-06-07 05:00:41	79.8641087963	3.11495661746e-09	1.85340342253e-10	1.93167114622	3.15362342183e+19	50.0	63.0	47.0	55.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7192382812	0.0	36.402478103	24.7549668874	0.0	82.0	-0.76171875	0.02534765625	3.1341796875	39.3799143021	39.0945711318	26.8759765625	27.0010388266	27.2659578532	36.9740234375	33.371990112	
1496833044	2017-06-07 05:15:40	79.874525463	3.09314663319e-09	1.85340342253e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.44	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7302246094	0.0	36.4757225257	24.709335612	0.0	88.0	10.48828125	0.02535546875	3.13484375	39.3799143021	39.0945711318	26.9736328125	26.9566380034	27.2148758674	36.9564453125	33.3506271554	
1496833944	2017-06-07 05:30:41	79.8849421296	3.07148935583e-09	1.85340342253e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.5	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6533203125	0.0	36.4757225257	24.6637043367	0.0	82.0	-0.60546875	0.0253359375	3.134453125	39.3799143021	39.0945711318	26.80078125	26.8711035812	27.163815063	36.9826171875	33.3170567949	
1496834844	2017-06-07 05:45:41	79.8953703704	3.09314663319e-09	1.83719579044e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6643066406	0.0	36.402478103	24.640888699	0.0	86.0	-0.625	0.02532421875	3.1344921875	39.3799143021	39.0945711318	26.7568359375	26.8305008651	27.1151648837	36.99140625	33.2804345836	
1496835744	2017-06-07 06:00:40	79.905775463	3.09314663319e-09	1.86975403739e-10	1.95901320402	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.47	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6313476562	0.0	36.3292336802	24.6637043367	0.0	84.0	-0.6640625	0.0252265625	3.1348046875	39.3799143021	39.0945711318	26.6396484375	26.791962694	27.0670764419	36.9798828125	33.2743308817	
1496836644	2017-06-07 06:15:40	79.9161921296	3.09314663319e-09	1.86975403739e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.43	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6533203125	0.0	36.402478103	24.640888699	0.0	82.0	-0.5859375	0.0254453125	3.134453125	39.3799143021	39.0945711318	26.71875	26.791962694	27.023612145	36.996875	33.252967925	
1496837544	2017-06-07 06:30:41	79.9266087963	3.07148935583e-09	1.86975403739e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.49	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6752929688	0.0	36.4757225257	24.640888699	0.0	89.0	0.80078125	0.0255703125	3.1344140625	39.3799143021	39.0945711318	26.6943359375	26.7546599727	26.9830071381	36.987109375	33.2499160741	
1496838444	2017-06-07 06:45:41	79.937025463	3.09314663319e-09	1.86975403739e-10	1.93167114622	3.15362342183e+19	50.0	62.0	47.0	55.0	54.0	23.78	7.51	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9279785156	0.0	36.402478103	24.8005981628	0.0	94.0	-0.625	0.02531640625	3.13453125	39.3799143021	39.0945711318	26.7021484375	26.7189793939	26.9468841816	36.9482421875	33.3079012421	
1496839344	2017-06-07 07:00:40	79.9474421296	3.09314663319e-09	1.86975403739e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	56.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9499511719	0.0	36.4757225257	24.9146763512	0.0	93.0	11.46484375	0.02524609375	3.13390625	39.3799143021	39.0945711318	26.763671875	26.7189793939	26.9205611131	36.8791015625	33.4177678762	
1496840244	2017-06-07 07:15:40	79.9578472222	3.11495661746e-09	1.86975403739e-10	1.94529413747	3.15362342183e+19	50.0	62.0	47.0	56.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0708007812	0.0	36.402478103	25.0287545396	0.0	84.0	-0.68359375	0.02565234375	3.1334765625	39.3799143021	39.0945711318	26.8515625	26.7189793939	26.9061296616	36.8341796875	33.5276345103	
1496841144	2017-06-07 07:30:40	79.968275463	3.09314663319e-09	1.85340342253e-10	1.95901320402	3.15362342183e+19	50.0	62.0	47.0	56.0	54.0	23.78	7.44	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2026367188	0.0	36.5489669485	25.0515701773	0.0	79.0	-0.703125	0.025375	3.133359375	39.3799143021	39.0945711318	26.9462890625	26.7924182047	26.9061581237	36.7890625	33.6161381878	
1496842044	2017-06-07 07:45:41	79.9786921296	3.09314663319e-09	1.86975403739e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.44	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1916503906	0.0	36.6222113712	25.1200170904	0.0	87.0	-0.4296875	0.0255859375	3.13328125	39.3799143021	39.0945711318	27.03125	26.8378119757	26.9164522515	36.7533203125	33.6985381634	
1496842944	2017-06-07 08:00:40	79.9891087963	3.09314663319e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.44	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1586914062	0.0	36.6222113712	25.1200170904	0.0	97.0	-0.60546875	0.02558203125	3.1273828125	39.3799143021	39.0945711318	27.1025390625	26.9305428115	26.9360201462	36.7603515625	33.7382122257	
1496843844	2017-06-07 08:15:40	79.9995138889	3.11495661746e-09	1.86975403739e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.44	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1037597656	0.0	36.6954557939	25.1200170904	0.0	81.0	1.9140625	0.02536328125	3.13328125	39.3799143021	39.0945711318	27.1328125	27.0208158557	26.9588670944	36.759765625	33.7382122257	
1496844744	2017-06-07 08:30:40	80.0099305556	3.09314663319e-09	1.86975403739e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0817871094	0.0	36.8419446394	25.074385815	0.0	81.0	-0.48828125	0.02564453125	3.1325	39.3799143021	39.0945711318	27.1552734375	27.0641975147	26.9812781136	36.77265625	33.7443159276	
1496845644	2017-06-07 08:45:40	80.0203472222	3.09314663319e-09	1.8862488964e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.47	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1586914062	0.0	36.8419446394	25.0972014527	0.0	88.0	5.60546875	0.02523828125	3.133203125	39.3799143021	39.0945711318	27.158203125	27.1054753041	27.0020439087	36.7791015625	33.7290566729	
1496846544	2017-06-07 09:00:41	80.0307638889	3.11495661746e-09	1.8862488964e-10	1.95901320402	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.43	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2795410156	0.0	36.8419446394	25.1884640034	1.0	86.0	-0.52734375	0.02549609375	3.1328515625	39.3799143021	39.0945711318	27.171875	27.1418473417	27.0234576957	36.7599609375	33.777886288	
1496847444	2017-06-07 09:15:40	80.0411805556	3.09314663319e-09	1.86975403739e-10	1.97282902344	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3894042969	0.0	36.7687002167	25.3025421918	0.0	81.0	-0.8203125	0.025625	3.132421875	39.3799143021	39.0945711318	27.2197265625	27.1418473417	27.0447889691	36.697265625	33.8755455184	
1496848344	2017-06-07 09:30:40	80.0515972222	3.09314663319e-09	1.90288927208e-10	1.94529413747	3.15362342183e+19	51.0	63.0	48.0	56.0	54.0	23.78	7.46	32.0	33.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.48828125	0.0	37.0616779077	25.3938047426	0.0	96.0	-0.2734375	0.0255234375	3.13234375	39.3799143021	39.0945711318	27.28515625	27.17524709	27.0710373344	36.6513671875	33.9793084506	
