Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1538285732	2018-09-30 00:03:02	15.5113425926	3.07148935583e-09	1.44931713994e-10	1.57551564643	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.84	5.14	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7307128906	0.0	320.004882962	21.8573809015	0.0	95.0	0.390625	0.0256953125	3.143671875	39.3823232834	39.0660925093	24.4599609375	24.471830432	24.4723695175	37.561328125	30.2987762078	
1538286632	2018-09-30 00:18:02	15.5217476852	3.07148935583e-09	1.42408001014e-10	1.58662687305	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.84	5.12	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7197265625	0.0	320.004882962	21.8573809015	0.0	78.0	10.5859375	0.02565625	3.1436328125	39.3823232834	39.0660925093	24.45703125	24.471830432	24.4717262942	37.578515625	30.286568804	
1538287532	2018-09-30 00:33:02	15.5321643519	3.07148935583e-09	1.42408001014e-10	1.56448223228	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.84	5.14	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7197265625	0.0	319.931638539	21.8573809015	0.0	81.0	0.3515625	0.02537109375	3.1437890625	39.3823232834	39.0660925093	24.4521484375	24.471830432	24.4693103881	37.5794921875	30.3018280587	
1538288432	2018-09-30 00:48:02	15.5425925926	3.07148935583e-09	1.42408001014e-10	1.56448223228	3.15362342183e+19	41.0	51.0	39.0	47.0	47.0	23.9	5.15	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7307128906	0.0	320.078127384	21.8573809015	0.0	84.0	0.33203125	0.02559375	3.1437109375	39.3823232834	39.0660925093	24.4794921875	24.471830432	24.469332002	37.565625	30.2926725059	
1538289332	2018-09-30 01:03:03	15.5529976852	3.09314663319e-09	1.44931713994e-10	1.57551564643	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.9	5.15	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7307128906	0.0	320.004882962	21.9030121769	0.0	93.0	0.5859375	0.02566015625	3.143828125	39.3823232834	39.0660925093	24.4716796875	24.471830432	24.467502578	37.573828125	30.3079317606	
1538290232	2018-09-30 01:18:02	15.5634143519	3.04998371618e-09	1.43664315936e-10	1.57551564643	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.9	5.13	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7197265625	0.0	320.004882962	21.8573809015	0.0	86.0	0.25390625	0.025390625	3.14359375	39.3823232834	39.0660925093	24.4619140625	24.471830432	24.4661754736	37.5744140625	30.3079317606	
1538291132	2018-09-30 01:33:02	15.5738194444	3.07148935583e-09	1.44931713994e-10	1.56448223228	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.9	5.14	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7526855469	0.0	320.078127384	21.8573809015	0.0	69.0	7.01171875	0.02546484375	3.1436328125	39.3823232834	39.0660925093	24.4521484375	24.471830432	24.4663988439	37.5771484375	30.3048799097	
1538292032	2018-09-30 01:48:02	15.5842476852	3.07148935583e-09	1.43664315936e-10	1.57551564643	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.9	5.14	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7416992188	0.0	320.004882962	21.8801965392	0.0	85.0	0.3125	0.0256484375	3.143984375	39.3823232834	39.0660925093	24.4755859375	24.471830432	24.4673370159	37.5736328125	30.3048799097	
1538292932	2018-09-30 02:03:03	15.5946643519	3.07148935583e-09	1.42408001014e-10	1.57551564643	3.15362342183e+19	41.0	50.0	40.0	47.0	47.0	23.9	5.08	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7307128906	0.0	319.858394116	21.8573809015	0.0	76.0	0.13671875	0.02569921875	3.1437890625	39.3823232834	39.0660925093	24.4833984375	24.471830432	24.4671946223	37.5845703125	30.3048799097	
1538293832	2018-09-30 02:18:02	15.6050694444	3.07148935583e-09	1.46210292963e-10	1.57551564643	3.15362342183e+19	41.0	50.0	39.0	47.0	47.0	23.9	5.15	33.0	28.0	33.0	49.0	49.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7416992188	0.0	320.078127384	21.8345652638	0.0	83.0	0.234375	0.02562109375	3.143828125	39.3823232834	39.0660925093	24.4765625	24.471830432	24.4683077061	37.5826171875	30.3018280587	
