Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1525498543	2018-05-05 00:02:25	17.452037037	3.13692038539e-09	3.51908574303e-10	1.60908496264	3.15362342183e+19	45.0	54.0	43.0	50.0	50.0	23.84	5.24	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2465820312	0.0	299.862666707	24.5268105106	0.0	64.0	-0.44921875	0.025609375	3.134375	39.4852152055	39.1452589217	27.4130859375	27.4712831638	27.4715774079	36.3025390625	33.4757530442	
1525499443	2018-05-05 00:17:25	17.4624652778	3.11495661746e-09	3.45780748911e-10	1.60908496264	3.15362342183e+19	44.0	54.0	43.0	50.0	50.0	23.84	5.25	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1806640625	0.0	300.082399976	24.4811792352	0.0	67.0	-0.64453125	0.0255859375	3.1346875	39.4852152055	39.1452589217	27.3681640625	27.4416127045	27.4623361156	36.337109375	33.4177678762	
1525500343	2018-05-05 00:32:25	17.4728703704	3.07148935583e-09	3.48831206131e-10	1.60908496264	3.15362342183e+19	44.0	54.0	42.0	49.0	50.0	23.84	5.25	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1696777344	0.0	299.93591113	24.4355479598	0.0	60.0	3.0859375	0.0251796875	3.1351171875	39.4852152055	39.1452589217	27.3173828125	27.4023044253	27.4458933426	36.353125	33.3567308573	
1525501243	2018-05-05 00:47:26	17.483287037	3.11495661746e-09	3.45780748911e-10	1.58662687305	3.15362342183e+19	44.0	53.0	43.0	49.0	50.0	23.84	5.25	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0927734375	0.0	300.082399976	24.4127323222	0.0	63.0	-0.68359375	0.025234375	3.1343359375	39.4852152055	39.1452589217	27.263671875	27.3617541422	27.4254694387	36.369140625	33.314004944	
1525502143	2018-05-05 01:02:26	17.4937152778	3.09314663319e-09	3.45780748911e-10	1.60908496264	3.15362342183e+19	44.0	53.0	42.0	49.0	50.0	23.84	5.25	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0817871094	0.0	300.009155553	24.3899166845	0.0	82.0	-0.68359375	0.0256484375	3.1347265625	39.4852152055	39.1452589217	27.2216796875	27.3204370281	27.4015669975	36.375	33.2804345836	
1525503043	2018-05-05 01:17:25	17.5041203704	3.07148935583e-09	3.42756967313e-10	1.60908496264	3.15362342183e+19	44.0	53.0	42.0	49.0	50.0	23.84	5.24	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0378417969	0.0	300.082399976	24.3671010468	0.0	72.0	-0.7421875	0.02534375	3.1350390625	39.4852152055	39.1452589217	27.1884765625	27.2794836672	27.3764354057	36.3982421875	33.2407605213	
1525503943	2018-05-05 01:32:25	17.514537037	3.11495661746e-09	3.45780748911e-10	1.62043293479	3.15362342183e+19	44.0	53.0	43.0	49.0	50.0	23.84	5.24	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0378417969	0.0	300.082399976	24.3214697714	0.0	67.0	-0.83984375	0.02550390625	3.13546875	39.4852152055	39.1452589217	27.1533203125	27.2394544358	27.3498905837	36.4095703125	33.194982757	
1525504843	2018-05-05 01:47:25	17.5249421296	3.11495661746e-09	3.42756967313e-10	1.5978164609	3.15362342183e+19	44.0	53.0	42.0	49.0	50.0	23.84	5.24	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0158691406	0.0	299.93591113	24.3214697714	0.0	67.0	-0.390625	0.0256171875	3.135390625	39.4852152055	39.1452589217	27.1240234375	27.2001723731	27.3233254602	36.414453125	33.1644642476	
1525505743	2018-05-05 02:02:26	17.5353703704	3.09314663319e-09	3.42756967313e-10	1.60908496264	3.15362342183e+19	44.0	53.0	42.0	49.0	50.0	23.84	5.24	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0268554688	0.0	300.009155553	24.2986541337	0.0	58.0	-0.72265625	0.0253125	3.13578125	39.4852152055	39.1452589217	27.0986328125	27.1620438339	27.2945002864	36.42578125	33.1492049928	
1525506643	2018-05-05 02:17:25	17.545787037	3.09314663319e-09	3.39759628064e-10	1.5978164609	3.15362342183e+19	44.0	53.0	42.0	49.0	50.0	23.84	5.24	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9938964844	0.0	299.93591113	24.2986541337	0.0	68.0	1.796875	0.02531640625	3.135703125	39.4852152055	39.1452589217	27.0732421875	27.1252162857	27.2669982554	36.425	33.1308938871	
1525507543	2018-05-05 02:32:25	17.5561921296	3.09314663319e-09	3.42756967313e-10	1.62043293479	3.15362342183e+19	44.0	53.0	42.0	49.0	50.0	23.84	5.26	34.0	31.0	34.0	53.0	53.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7521972656	0.0	300.009155553	24.1617603076	0.0	63.0	-0.625	0.025609375	3.135390625	39.4852152055	39.1452589217	27.041015625	27.08984375	27.2410080058	36.4361328125	33.0942716758	
