1488579558	2017-03-03 15:40:02	0.9934375	3.11495661746e-09	3.91024596698e-10	1.54264666551	3.15362342183e+19	45.0	52.0	42.0	47.0	49.0	23.9	4.15	32.0	32.0	32.0	32.0	32.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0708007812	0.0	350.035096286	28.6792565691	3210.0	2737.0	1160.5078125	0.1781015625	3.2348828125	39.4901590531	39.1527891341	27.080078125	27.0694178639	27.1908577781	36.7349609375	33.6954863124	
1488580458	2017-03-03 15:55:01	1.00385416667	3.09314663319e-09	4.01464948823e-10	1.52111585898	3.15362342183e+19	44.0	52.0	42.0	47.0	49.0	23.9	4.05	32.0	32.0	32.0	32.0	32.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0048828125	0.0	349.668874172	28.5651783807	3209.0	2738.0	1160.48828125	0.17884375	3.235390625	39.4901590531	39.1527891341	27.08984375	27.0694178639	27.177943442	36.7123046875	33.7656788842	
1488581358	2017-03-03 16:10:01	1.01425925926	3.09314663319e-09	3.94474192454e-10	1.48938178622	3.15362342183e+19	44.0	52.0	42.0	47.0	48.0	23.9	3.99	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.8950195312	0.0	349.961851863	28.8617816706	3210.0	2738.0	1160.29296875	0.1783359375	3.2351171875	39.4901590531	39.1527891341	27.076171875	27.0694178639	27.1637300827	36.7341796875	33.7595751823	
1488582258	2017-03-03 16:25:01	1.02467592593	3.11495661746e-09	3.94474192454e-10	1.48938178622	3.15362342183e+19	44.0	51.0	42.0	47.0	48.0	23.9	4.0	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7741699219	0.0	349.88860744	28.7933347575	0.0	2737.0	1160.91796875	0.1779921875	3.235390625	39.4901590531	39.1527891341	27.1904296875	27.0694178639	27.1511779712	36.7646484375	33.7107455672	
1488583158	2017-03-03 16:40:02	1.03510416667	3.11495661746e-09	3.91024596698e-10	1.45830976125	3.15362342183e+19	44.0	51.0	42.0	46.0	48.0	23.9	3.98	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6752929688	0.0	350.035096286	28.2913907285	3210.0	2738.0	1188.2421875	0.1778203125	3.2346484375	39.4901590531	39.1527891341	26.984375	27.0694178639	27.1353498645	36.7998046875	33.6497085482	
1488584058	2017-03-03 16:55:02	1.04550925926	3.07148935583e-09	3.87605166948e-10	1.46859440062	3.15362342183e+19	44.0	51.0	42.0	46.0	48.0	23.9	3.89	32.0	32.0	32.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7741699219	0.0	349.961851863	28.9986754967	3210.0	2738.0	1205.80078125	0.1778984375	3.23734375	39.4901590531	39.1527891341	26.9296875	27.0470683463	27.1149938898	36.833984375	33.5886715293	
1488584958	2017-03-03 17:10:01	1.05592592593	3.11495661746e-09	3.87605166948e-10	1.45830976125	3.15362342183e+19	44.0	51.0	42.0	46.0	48.0	23.9	4.0	32.0	32.0	32.0	32.0	32.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7082519531	0.0	349.229407636	28.0632343516	3204.0	3178.0	1530.6640625	0.22932421875	3.244453125	39.4901590531	39.1527891341	26.888671875	27.0068424916	27.0900098127	36.8513671875	33.5245826594	
1488585858	2017-03-03 17:25:01	1.06634259259	3.11495661746e-09	3.84215639408e-10	1.45830976125	3.15362342183e+19	44.0	51.0	42.0	46.0	48.0	23.9	3.98	31.0	32.0	31.0	32.0	32.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6313476562	0.0	350.108340709	29.8200384533	3209.0	2736.0	1530.5859375	0.2303671875	3.24421875	39.4901590531	39.1527891341	26.82421875	26.9641162437	27.0632427125	36.869921875	33.5123752556	
1488586758	2017-03-03 17:40:01	1.07675925926	3.11495661746e-09	3.77525247292e-10	1.45830976125	3.15362342183e+19	44.0	51.0	42.0	46.0	48.0	23.9	3.95	32.0	32.0	32.0	31.0	31.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6533203125	0.0	350.108340709	28.7705191198	3210.0	2738.0	1160.37109375	0.17799609375	3.23484375	39.4901590531	39.1527891341	26.798828125	26.8813083316	27.0317335996	36.8728515625	33.487960448	
1488587658	2017-03-03 17:55:02	1.08717592593	3.09314663319e-09	3.77525247292e-10	1.44809714572	3.15362342183e+19	44.0	51.0	42.0	46.0	48.0	23.9	3.89	32.0	32.0	32.0	31.0	31.0	24.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.609375	0.0	349.961851863	28.0860499893	3210.0	2738.0	1160.7421875	0.17807421875	3.234296875	39.4901590531	39.1527891341	26.751953125	26.8407056156	27.0000748761	36.8904296875	33.4208197272	
